Serial No.,Course ID,Course Name,Teacher Name,Teacher Rating,Teacher Friendliness,Course Difficulty,Teacher Teaching Skills,Number of Credits
367,CSE1004 ,Network and Communication,Dr. farjanul,4,2,2,2,5
368,CSE3501,Information Security Analysis and Audit,Dr. suresh,5,2,3,3,5
369,CSE2012,Design and analysis of algorithms,Dr. sushmendra,5,4,2,1,2
370,MAT1014,Discrete Mathematics and Graph Theory,Dr. simran,5,5,3,1,2
371,CSE4003 ,Cyber Security,Dr. gandhi,5,4,1,5,4
372,CSE3025 ,Large Scale Data Processing,Dr. chhidu,4,2,1,4,3
373,CSE2005 ,Operating Systems,Dr. shailash,1,2,2,2,4
374,CSE2012,Design and analysis of algorithms,Dr. jomiya,5,4,2,1,5
375,MAT3004 ,Applied Linear Algebra,Dr. shaulal,5,4,1,2,3
376,CSE3018 ,Content Based Image and Video Retrieval,Dr. jinat,2,4,3,1,2
377,CSE1007 ,Java Programming,Dr. shadhana,3,3,3,2,3
378,ECE3501,IoT Fundamentals,Dr. sube,3,5,4,5,5
379,CSE3021 ,Social and Information Networks,Dr. mukhtar,2,3,4,1,4
380,ECE3502,IoT Domain Analyst,Dr. moinuddin,3,3,1,3,2
381,CSE3505,Foundations of Data Analytics,Dr. sazi,1,1,1,2,2
382,CSE3502,Information Security Management,Dr. diti,2,1,2,1,4
383,CSE2023,Robotic Process Automation,Dr. prabhu,3,2,0,2,2
384,CSE3505,Foundations of Data Analytics,Dr. mujefir,4,1,0,5,5
385,CSE3501,Information Security Analysis and Audit,Dr. srheeram,4,3,2,3,2
386,ECE3502,IoT Domain Analyst,Dr. darshna,2,3,2,1,3
387,CSE2005 ,Operating Systems,Dr. randheer,3,5,1,5,3
388,CSE2023,Robotic Process Automation,Dr. ashraf,1,3,3,5,5
389,ECE3501,IoT Fundamentals,Dr. tahira,1,5,2,2,2
390,CSE2014,Compiler Design,Dr. nainshi,3,3,1,5,4
391,MAT2002,Applications of Differential and Difference Equations,Dr. aabida,5,3,1,4,5
392,CSE2023,Robotic Process Automation,Dr. amri,4,5,2,4,3
393,CSE4014 ,High Performance Computing,Dr. israr,5,3,3,1,4
394,CSE3029 ,Game Programming,Dr. nirvat,3,3,0,3,4
395,CSE3501,Information Security Analysis and Audit,Dr. baccha,1,1,1,2,2
396,MAT1014,Discrete Mathematics and Graph Theory,Dr. sushma,3,2,3,1,4
397,CSE3001 ,Software Engineering,Dr. deepu,5,5,3,2,3
398,CSE1003 ,Digital Logic and Design,Dr. aashiya,5,4,1,1,2
399,CSE4015 ,Human Computer Interaction,Dr. sriniwash,2,4,0,5,3
400,CSE2014,Compiler Design,Dr. bhanu,5,5,2,1,4
401,CSE3024 ,Web Mining,Dr. narmda,1,5,2,5,3
402,CSE3011 ,Robotics and its Applications,Dr. sukar,5,2,2,1,4
403,CSE4020 ,Machine Learning,Dr. banarsi,3,1,1,3,4
404,MAT1014,Discrete Mathematics and Graph Theory,Dr. kailaki,4,3,3,1,4
405,CSE3001 ,Software Engineering,Dr. tipu,1,5,2,2,3
406,CSE2023,Robotic Process Automation,Dr. jashinal,5,3,3,1,4
407,CSE3013 ,Artificial Intelligence,Dr. shelesh,3,4,1,3,2
408,CSE2004 ,Database Management Systems,Dr. avtar,4,1,3,5,2
409,CSE3006 ,Embedded System Design,Dr. nahida,1,5,2,4,5
410,ECE3501,IoT Fundamentals,Dr. shela,1,3,1,1,3
411,CSE3506,Essentials of Data Analytics,Dr. itwari,5,4,1,4,5
412,CSE3018 ,Content Based Image and Video Retrieval,Dr. sajiya,4,4,3,2,4
413,CSE3021 ,Social and Information Networks,Dr. bhavishya,3,4,2,4,4
414,CSE2014,Compiler Design,Dr. alam,2,5,1,3,2
415,CSE4014 ,High Performance Computing,Dr. bhahadur,1,5,3,2,5
416,CSE4014 ,High Performance Computing,Dr. janta,3,5,1,3,3
417,CSE2012,Design and analysis of algorithms,Dr. aas,3,2,2,3,2
418,MAT2002,Applications of Differential and Difference Equations,Dr. dilsah,3,1,2,5,4
419,CSE3018 ,Content Based Image and Video Retrieval,Dr. pangita,2,4,1,1,2
420,CSE3506,Essentials of Data Analytics,Dr. sefali,1,1,1,1,3
421,CSE4001 ,Parallel and Distributed Computing,Dr. bhavna,1,1,3,4,3
422,CSE4004 ,Digital Forensics,Dr. nitin,2,3,0,3,3
423,CSE4020 ,Machine Learning,Dr. silpa,5,2,1,1,3
424,MAT3004 ,Applied Linear Algebra,Dr. pampa,4,1,3,4,3
425,CSE1007 ,Java Programming,Dr. sidharath,4,4,1,4,2
426,CSE2001 ,Computer Architecture and Organization,Dr. vicakha,1,4,1,4,2
427,CSE1003 ,Digital Logic and Design,Dr. shiteel,2,5,1,3,3
428,CSE3011 ,Robotics and its Applications,Dr. samayddin,3,5,1,5,2
429,MAT1014,Discrete Mathematics and Graph Theory,Dr. al0k,2,5,2,4,3
430,CSE2005 ,Operating Systems,Dr. sumitra,2,4,1,5,2
431,CSE2023,Robotic Process Automation,Dr. tipu,4,3,1,5,4
432,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. sajda,3,5,2,3,3
433,CSE2013,Theory of Computation,Dr. jagrti,1,2,5,1,5
434,CSE3501,Information Security Analysis and Audit,Dr. bitoo,1,5,1,2,2
435,CSE2014,Compiler Design,Dr. jhalla,5,1,3,1,4
436,CSE3001 ,Software Engineering,Dr. constable,1,1,2,5,3
437,CSE4022 ,Natural Language Processing,Dr. kunj,1,1,4,2,3
438,CSE2001 ,Computer Architecture and Organization,Dr. ajab,1,1,2,3,5
439,CSE4015 ,Human Computer Interaction,Dr. sham,5,2,2,5,3
440,ECE3501,IoT Fundamentals,Dr. kalwati,4,4,2,3,5
441,CSE3025 ,Large Scale Data Processing,Dr. kanki,4,1,0,4,2
442,CSE3502,Information Security Management,Dr. dolat,4,3,1,3,2
443,CSE2006 ,Microprocessor and Interfacing,Dr. ayub,4,1,2,4,5
444,CSE3009 ,Internet of Things,Dr. mohmmad,2,3,0,5,4
445,MAT2002,Applications of Differential and Difference Equations,Dr. abishek,5,2,2,4,2
446,CSE4022 ,Natural Language Processing,Dr. misri,3,3,1,2,5
447,CSE3018 ,Content Based Image and Video Retrieval,Dr. premo,1,4,3,4,3
448,EEE1001,Basic Electrical and Electronics Engineering,Dr. kamal,5,1,3,2,5
449,CSE3501,Information Security Analysis and Audit,Dr. faisal,1,4,1,5,2
450,CSE1007 ,Java Programming,Dr. nusrat,5,3,3,5,2
451,CSE3025 ,Large Scale Data Processing,Dr. ramsati,5,5,3,5,4
452,CSE3020 ,Data Visualization,Dr. marzina,4,4,2,4,4
453,CSE3018 ,Content Based Image and Video Retrieval,Dr. vijendra,2,1,2,3,4
454,CSE3024 ,Web Mining,Dr. rahu,3,2,3,2,4
455,CSE2006 ,Microprocessor and Interfacing,Dr. mithalesh,3,1,0,4,4
456,CSE2013,Theory of Computation,Dr. sukkhu,3,5,2,1,4
457,CSE4014 ,High Performance Computing,Dr. pallavi,2,2,1,2,5
458,CSE3001 ,Software Engineering,Dr. harjit,3,1,1,4,3
459,CSE4019 ,Image Processing,Dr. rinke,1,1,2,3,3
460,CSE3029 ,Game Programming,Dr. shahnaza,4,4,1,2,5
461,MAT2002,Applications of Differential and Difference Equations,Dr. radesyam,5,4,1,2,3
462,CSE4004 ,Digital Forensics,Dr. genda,1,1,2,1,5
463,CSE2013,Theory of Computation,Dr. ratikant,2,1,4,5,5
464,MAT3004 ,Applied Linear Algebra,Dr. bechan,2,4,2,4,2
465,CSE4019 ,Image Processing,Dr. deepvhand,3,2,1,1,2
466,EEE1001,Basic Electrical and Electronics Engineering,Dr. sagir,5,2,3,5,4
467,CSE3006 ,Embedded System Design,Dr. nasiar,1,1,3,2,3
468,CSE4020 ,Machine Learning,Dr. dipanshu,2,3,3,1,3
469,CSE4015 ,Human Computer Interaction,Dr. kisori,1,3,4,2,4
470,EEE1001,Basic Electrical and Electronics Engineering,Dr. smriti,4,5,0,4,4
471,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. kashiv,2,5,0,2,3
472,CSE3009 ,Internet of Things,Dr. nitin,3,1,2,3,3
473,CSE2011 ,Data Structures and Algorithms,Dr. dular,2,4,1,2,2
474,CSE3001 ,Software Engineering,Dr. heeera,2,5,1,5,2
475,CSE3002 ,Internet and Web Programming,Dr. bhojpal,4,5,2,2,5
476,EEE1001,Basic Electrical and Electronics Engineering,Dr. ramjas,3,2,6,1,5
477,CSE3024 ,Web Mining,Dr. sainky,3,2,2,1,4
478,EEE1001,Basic Electrical and Electronics Engineering,Dr. riyajudin,3,4,4,3,5
479,MAT2002,Applications of Differential and Difference Equations,Dr. marjina,1,2,2,3,5
480,CSE3011 ,Robotics and its Applications,Dr. siddharth,3,5,2,2,2
481,ECE3502,IoT Domain Analyst,Dr. radheyshyam,5,1,5,3,4
482,CSE3020 ,Data Visualization,Dr. kaloo,1,3,2,4,4
483,CSE3501,Information Security Analysis and Audit,Dr. rajbeer,1,4,4,5,5
484,CSE3502,Information Security Management,Dr. rajrani,3,3,1,4,2
485,CSE3001 ,Software Engineering,Dr. sagita,1,4,5,5,5
486,ECE3502,IoT Domain Analyst,Dr. laukush,3,1,4,3,5
487,CSE3006 ,Embedded System Design,Dr. parmeswari,4,5,2,5,3
488,CSE3011 ,Robotics and its Applications,Dr. utkarsh,2,3,2,2,3
489,CSE4014 ,High Performance Computing,Dr. chandkor,3,4,1,2,2
490,CSE3502,Information Security Management,Dr. kalashi,5,2,3,2,4
491,CSE3006 ,Embedded System Design,Dr. harishchandr,3,2,0,1,3
492,CSE4014 ,High Performance Computing,Dr. partik,2,1,1,1,2
493,CSE4011 ,Virtualization,Dr. raisha,4,4,2,4,5
494,CSE2005 ,Operating Systems,Dr. himashu,2,5,1,5,2
495,MAT3004 ,Applied Linear Algebra,Dr. chertamani,3,5,4,1,3
496,CSE4014 ,High Performance Computing,Dr. ishmita,3,4,2,1,3
497,CSE4014 ,High Performance Computing,Dr. noori,4,1,2,4,3
498,CSE4001 ,Parallel and Distributed Computing,Dr. sushila,2,2,0,3,4
499,CSE4014 ,High Performance Computing,Dr. prannab,5,1,1,5,2
500,CSE3021 ,Social and Information Networks,Dr. lahida,5,4,1,3,3
501,CSE4022 ,Natural Language Processing,Dr. bajrangi,3,5,0,1,2
502,CSE3002 ,Internet and Web Programming,Dr. sarju,1,3,1,3,5
503,CSE4011 ,Virtualization,Dr. sunarki,3,1,3,5,3
504,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. pooja,1,5,3,4,4
505,CSE4022 ,Natural Language Processing,Dr. kranti,2,1,3,3,3
506,CSE4011 ,Virtualization,Dr. gytri,1,3,3,3,5
507,CSE3020 ,Data Visualization,Dr. partibha,1,4,0,4,4
508,CSE3002 ,Internet and Web Programming,Dr. anjan,4,3,0,3,4
509,CSE2001 ,Computer Architecture and Organization,Dr. rantesh,5,4,2,1,3
510,MAT2002,Applications of Differential and Difference Equations,Dr. muslim,3,1,3,1,4
511,CSE3001 ,Software Engineering,Dr. nasrudeen,3,5,2,5,3
512,CSE4003 ,Cyber Security,Dr. ashif,2,1,1,4,2
513,CSE3505,Foundations of Data Analytics,Dr. sandiya,2,4,4,3,5
514,CSE3011 ,Robotics and its Applications,Dr. kabid,4,5,0,5,3
515,CSE4003 ,Cyber Security,Dr. shyad,4,1,2,1,3
516,CSE2012,Design and analysis of algorithms,Dr. vithal,4,1,0,2,2
517,CSE3011 ,Robotics and its Applications,Dr. sidharth,4,2,1,1,5
518,CSE4014 ,High Performance Computing,Dr. kriti,1,1,2,2,3
519,MAT1014,Discrete Mathematics and Graph Theory,Dr. sumnesh,3,2,1,4,4
520,CSE1004 ,Network and Communication,Dr. kismat/,3,1,2,3,2
521,CSE4011 ,Virtualization,Dr. chhotu,1,5,3,3,4
522,CSE3020 ,Data Visualization,Dr. sano,1,1,5,1,4
523,CSE2005 ,Operating Systems,Dr. ramkanya,1,2,2,1,3
524,CSE1004 ,Network and Communication,Dr. pareen,3,2,2,1,3
525,ECE3501,IoT Fundamentals,Dr. shanaj,2,2,1,2,4
526,CSE2014,Compiler Design,Dr. kartika,1,4,3,2,4
527,CSE3009 ,Internet of Things,Dr. jism,5,1,1,3,3
528,CSE2023,Robotic Process Automation,Dr. chela,4,4,0,1,3
529,CSE3501,Information Security Analysis and Audit,Dr. farha,3,5,2,4,3
530,CSE2006 ,Microprocessor and Interfacing,Dr. devdhari,1,2,0,2,2
531,CSE3505,Foundations of Data Analytics,Dr. sira,5,4,1,5,2
532,CSE2006 ,Microprocessor and Interfacing,Dr. mercy,1,2,3,4,5
533,CSE3505,Foundations of Data Analytics,Dr. kusumlata,4,4,1,4,4
534,CSE2004 ,Database Management Systems,Dr. raghbir,1,5,1,4,4
535,MAT1014,Discrete Mathematics and Graph Theory,Dr. chertamani,1,4,4,3,4
536,CSE2023,Robotic Process Automation,Dr. piyush,5,3,4,5,5
537,CSE4019 ,Image Processing,Dr. chetram,2,2,2,2,3
538,CSE3029 ,Game Programming,Dr. lakshya,1,5,4,2,5
539,CSE3001 ,Software Engineering,Dr. momita,5,3,0,1,5
540,ECE3502,IoT Domain Analyst,Dr. indta,1,4,1,1,4
541,CSE3024 ,Web Mining,Dr. asharam,2,5,2,2,2
542,CSE1003 ,Digital Logic and Design,Dr. bram,4,5,1,1,2
543,CSE4020 ,Machine Learning,Dr. preyojit,4,1,3,1,4
544,CSE3029 ,Game Programming,Dr. bhteri,2,2,2,2,4
545,CSE2005 ,Operating Systems,Dr. methun,2,3,0,2,4
546,CSE4001 ,Parallel and Distributed Computing,Dr. malkeet,2,1,4,4,5
547,CSE3505,Foundations of Data Analytics,Dr. omkar,5,5,2,5,2
548,CSE4022 ,Natural Language Processing,Dr. shashid,1,2,2,1,5
549,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. ramhetu,2,4,0,2,4
550,CSE3001 ,Software Engineering,Dr. veronika,2,4,0,5,5
551,CSE1004 ,Network and Communication,Dr. sukar,3,5,2,3,3
552,MAT1014,Discrete Mathematics and Graph Theory,Dr. kunal,4,4,2,3,4
553,CSE3024 ,Web Mining,Dr. prameshwar,2,5,1,4,2
554,CSE3024 ,Web Mining,Dr. captain,1,2,3,1,5
555,CSE1007 ,Java Programming,Dr. kalap,1,1,2,5,2
556,CSE4004 ,Digital Forensics,Dr. gaura,5,3,5,3,4
557,CSE3506,Essentials of Data Analytics,Dr. hiramani,1,1,2,4,4
558,CSE1007 ,Java Programming,Dr. kanchi,1,4,1,5,4
559,CSE3011 ,Robotics and its Applications,Dr. deewan,4,1,4,3,3
560,CSE3011 ,Robotics and its Applications,Dr. halke,5,2,2,1,4
561,CSE4019 ,Image Processing,Dr. gambhir,1,4,2,4,2
562,MAT1014,Discrete Mathematics and Graph Theory,Dr. hakimuddin,5,1,4,1,3
563,CSE3002 ,Internet and Web Programming,Dr. manver,3,4,1,5,2
564,CSE2013,Theory of Computation,Dr. rony,1,1,2,2,4
565,CSE3001 ,Software Engineering,Dr. hasibul,2,1,2,1,2
566,CSE3506,Essentials of Data Analytics,Dr. twinkle,5,4,2,4,3
567,CSE3001 ,Software Engineering,Dr. halkuji,4,1,2,4,3
568,CSE3020 ,Data Visualization,Dr. nirwat,1,5,1,1,2
569,CSE4004 ,Digital Forensics,Dr. deeksha,1,1,1,2,2
570,CSE3001 ,Software Engineering,Dr. mmta,1,4,2,2,5
571,CSE4019 ,Image Processing,Dr. braj,3,3,2,3,5
572,CSE2006 ,Microprocessor and Interfacing,Dr. puspendar,3,5,2,1,5
573,CSE3025 ,Large Scale Data Processing,Dr. lal,4,4,5,4,4
574,CSE3009 ,Internet of Things,Dr. sakina,2,5,3,1,2
575,CSE4003 ,Cyber Security,Dr. arzoo,4,2,2,3,5
576,ECE3501,IoT Fundamentals,Dr. afarin,2,2,0,1,5
577,MAT3004 ,Applied Linear Algebra,Dr. bishun,4,3,1,5,2
578,CSE2012,Design and analysis of algorithms,Dr. rahu,2,1,2,1,2
579,CSE3011 ,Robotics and its Applications,Dr. musra,2,5,1,4,4
580,CSE4014 ,High Performance Computing,Dr. devendri,4,5,5,3,5
581,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. mosim,5,5,1,3,3
582,CSE3502,Information Security Management,Dr. suhsmita,4,2,2,1,3
583,CSE3009 ,Internet of Things,Dr. awedhesh,1,4,2,1,4
584,CSE3505,Foundations of Data Analytics,Dr. lalital,5,5,2,4,2
585,CSE3024 ,Web Mining,Dr. sahawaj,2,3,2,1,3
586,CSE1004 ,Network and Communication,Dr. bajrang,1,2,2,4,4
587,CSE3506,Essentials of Data Analytics,Dr. nayana,2,3,1,3,3
588,CSE1007 ,Java Programming,Dr. bhimsen,2,1,4,4,5
589,CSE4001 ,Parallel and Distributed Computing,Dr. mithilesh,4,4,1,1,2
590,CSE3501,Information Security Analysis and Audit,Dr. shivkumari,4,4,2,5,5
591,CSE3001 ,Software Engineering,Dr. sabra,2,2,2,1,3
592,CSE2013,Theory of Computation,Dr. skunatla,1,2,1,3,4
593,CSE1007 ,Java Programming,Dr. najreen,1,2,5,5,5
594,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. sudhama,2,5,2,3,5
595,CSE2014,Compiler Design,Dr. subash,5,3,2,3,3
596,CSE4004 ,Digital Forensics,Dr. radat,1,5,1,3,2
597,CSE4019 ,Image Processing,Dr. sona,4,3,1,4,2
598,CSE4004 ,Digital Forensics,Dr. chndrakla,5,1,1,5,3
599,CSE1007 ,Java Programming,Dr. keval,5,3,1,1,2
600,CSE3009 ,Internet of Things,Dr. bachheshwar,2,5,2,5,3
601,CSE3029 ,Game Programming,Dr. chandu,1,5,2,1,3
602,CSE2014,Compiler Design,Dr. goldan,2,5,2,2,4
603,ECE3502,IoT Domain Analyst,Dr. mum,4,2,2,5,2
604,CSE3001 ,Software Engineering,Dr. karuna,5,1,1,5,4
605,CSE2011 ,Data Structures and Algorithms,Dr. kalyan,2,2,1,4,5
606,CSE2023,Robotic Process Automation,Dr. shobha,1,5,3,4,5
607,CSE3020 ,Data Visualization,Dr. sethi,3,4,1,5,4
608,CSE3006 ,Embedded System Design,Dr. w/o,4,5,2,1,2
609,CSE2001 ,Computer Architecture and Organization,Dr. prahlad,4,3,1,1,4
610,CSE2014,Compiler Design,Dr. shan,3,4,3,4,2
611,CSE3025 ,Large Scale Data Processing,Dr. afzal,2,2,1,5,4
612,CSE1003 ,Digital Logic and Design,Dr. govinda,3,5,1,5,4
613,MAT2002,Applications of Differential and Difference Equations,Dr. julfikaar,2,4,1,1,5
614,CSE3502,Information Security Management,Dr. sania,5,3,3,2,4
615,CSE4019 ,Image Processing,Dr. monini,1,5,1,3,5
616,CSE3001 ,Software Engineering,Dr. kulwant,1,5,0,1,2
617,CSE2005 ,Operating Systems,Dr. rampayari,4,4,0,4,5
618,CSE2006 ,Microprocessor and Interfacing,Dr. pphola,5,4,0,5,2
619,CSE2005 ,Operating Systems,Dr. gango,4,2,1,4,4
620,CSE2013,Theory of Computation,Dr. gul,2,2,0,4,2
621,CSE1007 ,Java Programming,Dr. asmin,4,4,3,4,4
622,CSE4014 ,High Performance Computing,Dr. rima,1,1,3,3,3
623,EEE1001,Basic Electrical and Electronics Engineering,Dr. sumanthra,3,3,1,1,4
624,CSE1004 ,Network and Communication,Dr. tapsyum,3,4,3,3,5
625,CSE3024 ,Web Mining,Dr. sitra,1,5,1,3,4
626,CSE3006 ,Embedded System Design,Dr. ishwari,4,1,3,4,4
627,CSE4004 ,Digital Forensics,Dr. gulran,3,4,2,4,3
628,CSE2006 ,Microprocessor and Interfacing,Dr. mahendra,5,4,3,3,4
629,CSE3006 ,Embedded System Design,Dr. mahadevi,2,4,0,2,2
630,CSE1003 ,Digital Logic and Design,Dr. nanku,4,3,0,4,5
631,CSE3505,Foundations of Data Analytics,Dr. atitaj,4,5,0,1,2
632,CSE2004 ,Database Management Systems,Dr. ramhetu,2,5,5,4,5
633,CSE1003 ,Digital Logic and Design,Dr. vijayta,1,2,1,4,3
634,CSE3025 ,Large Scale Data Processing,Dr. darshana,5,5,3,4,2
635,CSE2012,Design and analysis of algorithms,Dr. anandu,5,2,2,1,5
636,CSE2012,Design and analysis of algorithms,Dr. gayatri,1,2,2,5,2
637,CSE2006 ,Microprocessor and Interfacing,Dr. juber,3,1,1,4,4
638,CSE4015 ,Human Computer Interaction,Dr. shazida,4,4,4,1,4
639,CSE2011 ,Data Structures and Algorithms,Dr. jasleen,5,3,0,2,2
640,CSE3506,Essentials of Data Analytics,Dr. brahamprakash,2,4,2,2,4
641,MAT2002,Applications of Differential and Difference Equations,Dr. nashima,2,2,4,5,5
642,CSE4022 ,Natural Language Processing,Dr. parvashi,5,1,2,2,4
643,CSE3501,Information Security Analysis and Audit,Dr. rahila,4,4,2,5,5
644,ECE3502,IoT Domain Analyst,Dr. rasab,3,3,1,1,3
645,CSE4003 ,Cyber Security,Dr. aaditya,5,4,0,1,2
646,CSE3002 ,Internet and Web Programming,Dr. oma,2,1,3,3,3
647,CSE3011 ,Robotics and its Applications,Dr. laka,5,5,1,5,3
648,CSE3024 ,Web Mining,Dr. nagaji,3,4,2,2,5
649,CSE3013 ,Artificial Intelligence,Dr. hardass,4,3,1,4,4
650,CSE4004 ,Digital Forensics,Dr. dhananjai,3,4,1,2,5
651,CSE3009 ,Internet of Things,Dr. dharmvir,2,4,1,1,2
652,CSE3011 ,Robotics and its Applications,Dr. bahrat,4,4,1,1,4
653,CSE2013,Theory of Computation,Dr. ranjeet,2,2,4,2,4
654,CSE2001 ,Computer Architecture and Organization,Dr. gyaan,5,1,3,3,4
655,CSE4011 ,Virtualization,Dr. dhrmveer,5,2,1,5,4
656,CSE1004 ,Network and Communication,Dr. nainshi,3,4,2,1,2
657,CSE4015 ,Human Computer Interaction,Dr. taslima,1,4,1,3,5
658,ECE3502,IoT Domain Analyst,Dr. dhanjay,3,4,0,1,5
659,CSE3025 ,Large Scale Data Processing,Dr. shushila,1,2,2,2,4
660,CSE1004 ,Network and Communication,Dr. nagaji,3,1,0,2,5
661,CSE4001 ,Parallel and Distributed Computing,Dr. nijam,5,1,1,3,2
662,CSE4004 ,Digital Forensics,Dr. nayeem,3,3,2,5,3
663,CSE4003 ,Cyber Security,Dr. sakib,5,5,0,5,4
664,CSE3029 ,Game Programming,Dr. aradhana,3,2,0,3,5
665,CSE2011 ,Data Structures and Algorithms,Dr. beti,3,3,4,5,5
666,MAT1014,Discrete Mathematics and Graph Theory,Dr. ramgopal,4,3,4,5,5
667,CSE2013,Theory of Computation,Dr. kela,2,1,4,3,5
668,CSE3013 ,Artificial Intelligence,Dr. sehzada,5,3,2,5,3
669,CSE2023,Robotic Process Automation,Dr. vashudev,4,5,2,1,3
670,CSE3505,Foundations of Data Analytics,Dr. shanwaz,1,4,2,2,3
671,MAT1014,Discrete Mathematics and Graph Theory,Dr. udita,5,1,3,2,5
672,CSE2014,Compiler Design,Dr. marya,3,5,2,4,2
673,CSE3011 ,Robotics and its Applications,Dr. kuldeel,4,3,1,2,3
674,CSE4001 ,Parallel and Distributed Computing,Dr. neharika,4,4,1,1,3
675,CSE3505,Foundations of Data Analytics,Dr. adesh,3,4,1,5,5
676,CSE3029 ,Game Programming,Dr. alam,5,4,2,4,4
677,CSE3025 ,Large Scale Data Processing,Dr. incee,4,1,3,3,3
678,CSE4001 ,Parallel and Distributed Computing,Dr. peena,5,3,0,1,5
679,CSE3502,Information Security Management,Dr. udit,3,1,0,4,2
680,CSE4022 ,Natural Language Processing,Dr. kanhaiya,4,3,2,1,2
681,CSE3009 ,Internet of Things,Dr. sanaullah,5,4,2,2,2
682,CSE3013 ,Artificial Intelligence,Dr. amit,4,5,1,3,4
683,CSE4003 ,Cyber Security,Dr. aaenab,3,2,2,1,4
684,CSE4022 ,Natural Language Processing,Dr. anokha,2,2,3,1,4
685,MAT3004 ,Applied Linear Algebra,Dr. mhosin,1,4,2,5,5
686,CSE1003 ,Digital Logic and Design,Dr. afarin,3,2,1,2,3
687,CSE3013 ,Artificial Intelligence,Dr. prateek,5,2,2,1,2
688,CSE4022 ,Natural Language Processing,Dr. pinkey,5,5,1,5,2
689,MAT2002,Applications of Differential and Difference Equations,Dr. afarin,1,3,2,3,3
690,CSE4014 ,High Performance Computing,Dr. mehar,1,5,4,3,4
691,CSE1004 ,Network and Communication,Dr. rohit,3,4,0,2,2
692,CSE3013 ,Artificial Intelligence,Dr. umlesh,2,3,1,4,2
693,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. kimmi,3,4,1,3,5
694,CSE2005 ,Operating Systems,Dr. anurag,2,2,2,2,5
695,CSE4022 ,Natural Language Processing,Dr. avnit,3,2,5,1,5
696,CSE2005 ,Operating Systems,Dr. pramjot,2,1,1,3,5
697,CSE2023,Robotic Process Automation,Dr. lllllllllllllllllll,2,4,2,2,3
698,CSE2006 ,Microprocessor and Interfacing,Dr. rajeet,4,1,3,2,5
699,CSE2006 ,Microprocessor and Interfacing,Dr. anjal,2,3,2,1,5
700,CSE2013,Theory of Computation,Dr. mast,3,4,1,1,2
701,CSE4001 ,Parallel and Distributed Computing,Dr. mujeeb,5,3,1,5,4
702,CSE3029 ,Game Programming,Dr. sandeepa,4,5,1,2,2
703,ECE3502,IoT Domain Analyst,Dr. sadhna,3,4,3,5,5
704,CSE3013 ,Artificial Intelligence,Dr. sombir,1,3,2,4,2
705,CSE3002 ,Internet and Web Programming,Dr. kavilash,1,3,3,4,3
706,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. girja,5,3,2,3,4
707,CSE4020 ,Machine Learning,Dr. pratha,2,3,3,3,3
708,CSE1003 ,Digital Logic and Design,Dr. shahboob,3,5,1,1,2
709,CSE3506,Essentials of Data Analytics,Dr. sazid,5,2,3,2,5
710,CSE3013 ,Artificial Intelligence,Dr. aliya,1,4,0,4,3
711,MAT2002,Applications of Differential and Difference Equations,Dr. gurvinder,3,3,1,3,4
712,CSE4014 ,High Performance Computing,Dr. rukya,5,1,2,3,2
713,CSE2006 ,Microprocessor and Interfacing,Dr. madanlal,5,3,1,2,2
714,CSE3029 ,Game Programming,Dr. bidur,4,5,2,1,5
715,CSE1007 ,Java Programming,Dr. chajju,2,5,2,2,3
716,CSE3502,Information Security Management,Dr. ratna,1,5,3,1,2
717,CSE4011 ,Virtualization,Dr. saniya,4,1,3,5,3
718,CSE1003 ,Digital Logic and Design,Dr. rajeena,5,2,1,5,2
719,CSE2023,Robotic Process Automation,Dr. ramswrup,1,4,0,4,4
720,EEE1001,Basic Electrical and Electronics Engineering,Dr. riyajuddin,3,5,2,1,3
